"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","Normalized_COM_6M","Normalized_COM_3M","Normalized_52W_LOW","FINAL_THG","CS_FACTOR"
"ONBPO","ONBPO","ONB","","","9.00","08/01/2025","8/20/2025","NONE","0.44","7.00%","","","370.09","Regionalbank","","34.00","","","","","","24.90","","","24.84","25.05","0.25","-0.61","24.44","25.70","21.58","27.00","24.63","0.19","-1.07","49.54","48.14","85.78","20.76","-2.37","3.05","33.51","70.03","5228.00","6816.00","7285.00","6443.00","56.36","","","","50.75","1.00"
"ONBPP","ONBPP","ONB","","","9.00","08/01/2025","8/20/2025","NONE","0.44","7.00%","26.93","22.98","370.09","Regionalbank","","34.00","","","","","","25.15","2.17","-1.78","25.02","25.13","0.51","0.08","24.40","25.65","21.60","26.36","24.88","0.48","-0.77","48.63","45.61","82.19","17.62","-1.48","3.28","24.53","68.53","3708.00","4293.00","4078.00","4026.00","56.36","","","","49.22","1.00"
"OXLCG","OXLCG","OXLC","","","8.00","06/13/2025","2/28/2030","2/29/2032","0.68","7.95%","","","437.24","Cef","","75.00","","","","","","24.90","","","","","","","24.06","25.01","24.06","25.01","24.79","0.73","-0.22","52.18","51.93","79.09","11.88","-0.22","0.73","11.82","85.22","25045.00","25045.00","33170.00","27753.00","42.02","","","","51.78","1.00"
"OXLCI","OXLCI","OXLC","","BB","8.00","06/13/2025","6/30/2028","6/30/2030","0.55","8.75%","","","437.24","Cef","","75.00","","","","","","25.52","","","","","","","24.93","26.18","24.93","26.18","25.43","0.50","-0.75","52.18","51.93","81.94","17.42","-0.75","0.50","17.16","86.73","11990.00","12259.00","5589.00","9946.00","42.86","","","","50.84","1.00"
"OXLCL","OXLCL","OXLC","","BB","8.00","06/13/2025","3/16/2024","3/31/2031","0.42","6.75%","24.65","22.68","437.24","Cef","","75.00","","","","","","23.62","0.94","-1.03","23.39","23.74","0.97","-0.49","22.75","24.68","22.10","24.68","23.55","0.80","-1.13","47.02","47.70","78.22","21.38","-1.13","1.45","21.00","80.51","2672.00","2728.00","2129.00","2510.00","42.86","","","","46.62","1.00"
"OXLCN","OXLCN","OXLC","","Term","8.00","05/16/2025","6/30/2024","6/30/2029","0.15","7.13%","24.60","22.92","437.24","Cef","","47.00","","","","","","24.02","1.10","-0.58","23.99","24.11","0.14","-0.38","23.40","24.50","22.11","24.50","23.95","0.55","-0.55","49.93","47.30","81.32","15.33","-0.55","1.84","15.15","77.95","2342.00","2327.00","3723.00","2797.00","42.02","","","","47.47","1.00"
"OXLCO","OXLCO","OXLC","","","8.00","05/16/2025","8/31/2024","8/31/2029","0.13","6.00%","23.37","21.49","437.24","Cef","","47.00","","","","","","23.26","1.77","-0.11","22.86","22.80","1.73","2.00","22.28","23.26","20.70","23.47","23.20","0.92","-0.06","44.36","38.55","76.73","10.21","-0.27","2.50","12.32","73.63","1760.00","1255.00","2045.00","1687.00","42.02","","","","41.67","1.00"
"OXLCP","OXLCP","OXLC","","","8.00","05/16/2025","2/28/2023","2/28/2027","0.13","6.25%","24.00","22.74","437.24","Cef","","47.00","","","","","","24.26","1.52","0.26","24.21","24.00","0.19","1.10","23.75","24.46","22.54","24.46","24.20","0.45","-0.26","49.75","41.86","82.56","12.30","-0.26","1.66","12.22","79.13","4442.00","5291.00","2865.00","4199.00","42.02","","","","45.31","1.00"
"OXLCZ","OXLCZ","OXLC","","BB","8.00","06/13/2025","1/31/2024","1/31/2027","0.31","5.00%","23.69","22.31","437.24","Cef","","75.00","","","","","","23.99","1.68","0.30","23.90","23.69","0.36","1.27","23.44","24.37","21.93","24.37","23.94","0.50","-0.43","49.16","41.24","81.94","14.07","-0.43","2.01","13.93","76.84","4789.00","5159.00","5421.00","5123.00","42.86","","","","45.05","1.00"
"OXSQG","OXSQG","OXSQ","","BB","8.00","06/20/2025","5/31/2024","7/31/2028","0.34","5.50%","23.55","21.50","71.37","Cef","","82.00","","","","","","23.76","2.26","0.21","23.26","23.10","2.13","2.85","22.75","23.79","21.39","23.79","23.73","0.98","-0.06","42.95","35.43","75.98","10.21","-0.06","2.34","10.20","74.68","2140.00","3701.00","10271.00","5370.00","38.32","","","","39.35","1.00"
"OXSQZ","OXSQZ","OXSQ","","BB","8.00","06/20/2025","4/30/2022","4/30/2026","0.39","6.25%","24.70","23.48","71.37","Cef","","82.00","","","","","","25.06","1.57","0.35","24.80","24.62","0.99","1.74","24.30","25.07","23.27","25.07","25.02","0.72","-0.05","46.95","39.51","79.21","10.10","-0.05","1.75","10.10","78.54","1952.00","2475.00","3454.00","2627.00","38.32","","","","42.41","1.00"
"PBI PRB","PBI-B","PBI","","BB","8.00","05/23/2025","3/7/2018","3/7/2043","0.42","6.70%","23.44","16.07","183.19","Integratedfreight&logistics","","54.00","","","","","","19.01","2.94","-4.43","19.71","19.76","-3.56","-3.80","17.31","22.23","14.77","22.23","18.84","1.53","-3.39","62.90","59.87","69.16","44.99","-3.39","4.07","43.80","63.36","20352.00","20580.00","22116.00","21016.00","49.30","","","","60.28","1.00"
"PDPA","PDPA","-","","","8.00","05/16/2025","12/31/2026","12/31/2029","0.17","8.00%","","","-","-","","47.00","","","","","","25.00","","","","","","","24.30","25.84","24.30","25.84","24.92","0.62","-0.92","52.18","51.93","80.45","19.19","-0.92","0.62","18.88","85.94","3965.00","2270.00","2179.00","2805.00","53.11","","","","52.44","1.00"
"PMT PRA","PMT-A","PMT","","","8.00","05/28/2025","3/15/2024","NONE","0.51","8.13%","24.77","20.80","87.13","Reit","","59.00","","","","","","23.56","2.76","-1.21","24.21","24.33","-2.69","-3.17","22.39","26.00","20.11","26.00","23.38","0.99","-2.62","59.85","57.55","75.86","36.95","-2.62","3.27","36.03","68.59","10608.00","6894.00","10246.00","9249.00","44.39","","","","56.42","1.00"
"PMT PRB","PMT-B","PMT","","","8.00","05/28/2025","6/15/2024","NONE","0.50","8.00%","25.00","20.27","87.13","Reit","","59.00","","","","","","23.50","3.23","-1.50","24.20","24.19","-2.87","-2.84","22.76","25.21","19.80","25.21","23.33","0.57","-1.88","60.48","56.34","81.07","29.22","-1.88","3.53","28.56","66.89","14152.00","13501.00","8342.00","11998.00","44.39","","","","56.36","1.00"
"PMT PRC","PMT-C","PMT","","","8.00","05/28/2025","8/24/2026","NONE","0.42","6.75%","21.21","16.38","87.13","Reit","","59.00","","","","","","19.13","2.75","-2.08","19.20","19.74","-0.35","-3.09","17.51","21.66","16.04","21.66","18.99","1.48","-2.67","51.65","57.26","69.78","37.47","-2.67","2.95","36.53","70.69","36919.00","40533.00","27493.00","34982.00","44.39","","","","54.63","1.00"
"PMTU","PMTU","PMT","","BB","8.00","06/13/2025","9/30/2025","9/30/2028","0.53","8.50%","","24.25","87.13","Reit","","75.00","","","","","","25.10","0.85","","25.35","25.55","-0.98","-1.77","24.46","26.14","23.75","26.49","25.01","0.55","-1.13","53.86","52.41","81.32","21.38","-1.48","1.26","24.53","81.75","4663.00","7279.00","1883.00","4608.00","45.28","","","","51.85","1.00"
"PMTV","PMTV","PMT","","","8.00","06/13/2025","2/15/2027","2/15/2030","0.56","9.00%","","","87.13","Reit","","75.00","","","","","","25.22","","","","","","","24.50","25.79","24.50","25.79","25.13","0.63","-0.66","52.18","51.93","80.33","16.48","-0.66","0.63","16.25","85.88","41641.00","41641.00","33402.00","38895.00","44.39","","","","52.95","1.00"
"PNFPP","PNFPP","PNFP","","","8.00","05/15/2025","9/1/2025","NONE","0.42","6.75%","26.08","21.00","77.52","Regionalbank","","46.00","","","","","","24.49","3.49","-1.59","24.40","24.39","0.35","0.39","23.68","25.29","20.50","25.29","24.28","0.60","-1.01","49.19","44.47","80.70","20.13","-1.01","3.78","19.79","65.25","11617.00","12519.00","11399.00","11845.00","52.80","","","","48.76","1.00"
"PRIF PRD","PRIF-D","-","","","8.00","06/20/2025","3/31/2022","6/30/2029","0.44","7.00%","24.79","22.45","-","-","","82.00","","","","","","24.25","1.80","-0.54","24.15","23.98","0.41","1.11","23.39","24.96","20.30","24.96","24.21","0.82","-0.75","48.98","41.82","77.97","17.42","-0.75","3.91","17.16","64.40","742.00","849.00","1078.00","890.00","53.11","","","","47.00","1.00"
"PRIF PRH","PRIF-H","-","","","8.00","06/20/2025","5/6/2023","12/31/2026","0.38","6.00%","","","-","-","","","","","","","","","","","","","","","","","","","","","","52.18","51.93","","","","","","","","","","","53.11","","","","","1.00"
"PRIF PRI","PRIF-I","-","","","8.00","06/20/2025","6/17/2024","6/30/2028","0.38","6.13%","23.73","22.13","-","-","","82.00","","","","","","24.99","2.86","1.26","23.75","23.40","5.20","6.80","23.00","25.51","21.48","25.51","24.96","1.96","-0.55","32.19","20.91","63.83","15.33","-0.55","3.48","15.15","67.22","3153.00","4322.00","9459.00","5645.00","53.11","","","","32.21","1.00"
"PRIF PRJ","PRIF-J","-","","","8.00","06/20/2025","8/10/2024","12/31/2028","0.38","6.00%","23.06","22.36","-","-","","82.00","","","","","","23.67","1.31","0.61","23.14","23.05","2.27","2.70","22.59","23.99","21.20","23.99","23.64","1.05","-0.35","42.46","35.98","75.12","13.24","-0.35","2.44","13.13","74.03","4216.00","4871.00","3755.00","4281.00","53.11","","","","42.27","1.00"
"PRIF PRK","PRIF-K","-","","","8.00","06/20/2025","9/30/2026","NONE","0.44","7.00%","23.93","19.45","-","-","","82.00","","","","","","23.55","4.10","-0.38","22.44","21.93","4.94","7.38","20.20","23.69","18.96","23.69","23.51","3.31","-0.18","33.10","18.78","47.09","11.46","-0.18","4.55","11.41","60.21","1385.00","925.00","959.00","1090.00","53.11","","","","31.44","1.00"
"PRIF PRL","PRIF-L","-","","","8.00","06/20/2025","2/28/2025","3/31/2029","0.40","6.38%","24.30","21.96","-","-","","82.00","","","","","","23.84","1.88","-0.46","23.48","23.38","1.52","1.98","22.12","24.27","21.44","24.27","23.80","1.68","-0.47","45.09","38.63","67.30","14.49","-0.47","2.36","14.34","74.55","1603.00","1778.00","2194.00","1858.00","53.11","","","","44.23","1.00"
"QVCC","QVCC","QVCGA","","BB","9.50","05/30/2025","11/26/2024","11/26/2068","0.39","6.25%","21.68","8.35","403.43","Internetretail","","61.00","","","","","","9.79","1.44","-11.89","9.52","11.59","2.80","-15.56","7.42","14.00","7.42","15.10","9.66","2.24","-4.34","40.60","51.93","60.36","54.91","-5.44","2.24","64.48","75.34","39630.00","53904.00","44475.00","46003.00","24.70","","","","44.83","1.00"
"QVCD","QVCD","QVCGA","","BB","9.50","05/30/2025","9/13/2023","9/13/2067","0.40","6.38%","22.05","8.31","403.43","Internetretail","","61.00","","","","","","9.63","1.32","-12.42","9.60","11.69","0.33","-17.59","7.23","14.00","7.23","15.20","9.50","2.27","-4.50","49.26","51.93","59.98","56.58","-5.70","2.27","67.10","75.14","18036.00","23045.00","28619.00","23233.00","24.70","","","","46.87","1.00"
"RC PRE","RC-E","RC","","","8.00","06/27/2025","6/10/2026","NONE","0.41","6.50%","20.71","17.39","172.29","Reit","","89.00","","","","","","15.79","-1.60","-4.92","16.09","17.87","-1.87","-11.66","14.87","19.60","14.87","19.73","15.79","0.92","-3.81","56.98","88.75","76.73","49.37","-3.94","0.92","49.34","83.98","11590.00","14820.00","8637.00","11682.00","30.59","","","","48.86","0.75"
"RCB","RCB","RC","","BB","8.00","01/09/2025","7/30/2022","7/30/2026","0.39","6.20%","24.25","23.45","172.29","Reit","","10.00","","","","","","24.36","0.91","0.11","24.16","24.22","0.82","0.59","23.50","24.85","22.93","24.85","24.01","0.51","-0.84","47.55","43.73","81.81","18.36","-0.84","1.08","18.07","82.93","19311.00","31651.00","14459.00","21807.00","31.20","","","","33.08","0.75"
"RCC","RCC","RC","","BB","8.00","06/24/2025","2/15/2023","2/15/2026","0.36","5.75%","23.91","23.74","172.29","Reit","","86.00","","","","","","24.51","0.77","0.60","24.55","24.42","-0.18","0.36","23.97","26.87","23.14","26.87","24.49","0.52","-2.38","51.05","44.58","81.69","34.44","-2.38","1.35","33.61","81.16","17882.00","27403.00","11241.00","18842.00","31.20","","","","34.25","0.75"
"RCD","RCD","RC","","","8.00","05/30/2025","12/15/2026","12/15/2029","0.56","9.00%","","","172.29","Reit","","61.00","","","","","","22.89","","","","","","","22.71","25.55","22.71","25.55","22.71","0.00","-2.84","52.18","51.93","88.14","39.24","-2.84","0.00","38.25","90.00","35008.00","28279.00","18555.00","27281.00","30.59","","","","37.10","0.75"
"RF PRC","RF-C","RF","NFF","","10.50","07/09/2025","8/15/2029","NONE","0.36","5.70%","","","898.77","Regionalbank","","11.00","","","","","","24.23","","","23.55","23.94","2.87","1.21","21.94","25.56","16.63","25.56","23.91","1.97","-1.65","40.36","41.46","63.71","26.81","-1.65","7.28","26.24","42.34","34745.00","32175.00","56190.00","41037.00","59.77","42.84","58.90","76.49","47.25","1.00"
"RF PRF","RF-F","RF","NFF","","10.50","06/02/2025","9/15/2029","NONE","0.43","6.95%","","","898.77","Regionalbank","","64.00","","","","","","25.11","","","","","","","24.20","26.49","23.61","26.67","24.99","0.79","-1.50","52.18","51.93","78.34","25.25","-1.68","1.38","26.54","80.97","45483.00","40881.00","37919.00","41428.00","59.77","42.84","58.90","76.49","56.19","1.00"
"RITM PRA","RITM-A","RITM","FF","","8.00","07/25/2025","8/15/2024","NONE","0.64","7.50%","","","529.83","Reit","","27.00","","","","","","25.45","","","25.33","25.37","0.49","0.31","24.36","26.16","22.00","26.22","25.00","0.64","-1.16","48.70","44.76","80.20","21.70","-1.22","3.00","21.90","70.36","18653.00","17455.00","6468.00","14192.00","57.03","","","","49.68","1.00"
"RITM PRB","RITM-B","RITM","FF","","8.00","07/25/2025","8/15/2024","NONE","0.63","7.13%","","","529.83","Reit","","27.00","","","","","","25.45","","","25.21","25.24","0.94","0.83","24.07","25.74","21.41","25.86","25.01","0.94","-0.73","47.13","42.85","76.48","17.21","-0.85","3.60","18.17","66.43","26028.00","24407.00","14993.00","21809.00","57.03","","","","48.76","1.00"
"RITM PRC","RITM-C","RITM","FF","","8.00","07/25/2025","2/15/2025","NONE","0.59","6.38%","","","529.83","Reit","","27.00","","","","","","24.83","","","24.62","24.35","0.86","1.96","22.80","25.18","18.55","25.18","24.42","1.62","-0.76","47.41","38.70","68.05","17.52","-0.76","5.87","17.26","51.57","35207.00","37868.00","21553.00","31543.00","57.03","","","","47.82","1.00"
"RITM PRD","RITM-D","RITM","NFF","","8.00","07/25/2025","11/15/2026","NONE","0.44","7.00%","","","529.83","Reit","","27.00","","","","","","24.25","","","23.99","23.88","1.07","1.55","22.33","24.70","19.55","25.26","23.94","1.61","-0.76","46.67","40.21","68.17","17.52","-1.32","4.39","22.91","61.26","28355.00","32655.00","22468.00","27826.00","57.03","","","","47.90","1.00"
"RIV PRA","RIV-A","RIV","","","12.00","08/01/2025","5/15/2027","NONE","0.38","6.00%","25.01","22.06","21.47","Cef","","34.00","","","","","","23.12","1.06","-1.89","23.26","23.42","-0.60","-1.30","22.09","24.59","21.89","24.80","22.88","0.79","-1.71","52.52","50.68","78.34","27.44","-1.92","0.99","28.97","83.52","5545.00","4393.00","4913.00","4950.00","51.97","","","","51.98","1.00"
"RJF PRB","RJF-B","RJF","","","9.50","06/13/2025","7/1/2026","NONE","0.40","6.38%","","","201.75","Assetmanagement","","75.00","","","","","","25.10","","","25.23","25.22","-0.51","-0.49","24.76","26.45","24.60","26.45","25.03","0.27","-1.42","52.21","47.70","84.79","24.41","-1.42","0.43","23.92","87.18","4270.00","3892.00","3256.00","3806.00","62.35","","","","52.67","1.00"
"RLJ PRA","RLJ-A","RLJ","","","8.00","06/27/2025","NONE","NONE","0.49","7.80%","26.33","23.55","151.76","Reit","","89.00","","","","","","24.47","0.92","-1.86","24.55","25.10","-0.34","-2.53","22.80","26.31","22.80","26.63","24.46","1.66","-1.85","51.61","55.20","67.55","28.90","-2.17","1.66","31.49","79.13","21830.00","21786.00","19259.00","20958.00","37.35","","","","51.50","1.00"
"RPT PRC","RPT-C","RPT","NFF","","8.00","07/30/2025","5/15/2030","NONE","0.49","9.88%","","","45.42","Reit","","32.00","","","","","","24.90","","","","","","","24.22","25.50","24.22","25.50","24.58","0.36","-0.92","52.18","51.93","83.67","19.19","-0.92","0.36","18.88","87.64","9106.00","9106.00","7116.00","8443.00","32.29","","","","48.63","1.00"
"RWAYL","RWAYL","RWAY","","BB","8.00","05/15/2025","7/28/2024","7/28/2027","0.47","7.50%","25.40","24.30","37.35","Creditservices","","46.00","","","","","","25.06","0.76","-0.34","25.02","25.03","0.15","0.11","24.58","25.44","23.91","25.44","24.83","0.25","-0.61","49.89","45.50","85.04","15.95","-0.61","0.92","15.75","83.98","4348.00","4374.00","4695.00","4472.00","45.06","","","","47.45","1.00"
"RWAYZ","RWAYZ","RWAY","","BB","8.00","05/15/2025","12/31/2024","12/31/2027","0.50","8.00%","","24.52","37.35","Creditservices","","46.00","","","","","","25.20","0.68","","25.18","25.21","0.09","-0.04","24.83","25.51","24.23","25.70","24.96","0.13","-0.55","50.11","46.05","86.53","15.33","-0.74","0.73","17.06","85.22","3490.00","3224.00","2204.00","2973.00","45.06","","","","47.66","1.00"
"RWT PRA","RWT-A","RWT","NFF","","8.00","06/27/2025","4/15/2028","NONE","0.63","10.00%","","","132.98","Reit","","89.00","","","","","","24.79","","","24.62","25.19","0.67","-1.58","20.77","26.50","20.77","26.50","24.78","4.01","-1.72","48.07","51.71","38.40","27.55","-1.72","4.01","26.95","63.75","7288.00","7588.00","7606.00","7494.00","37.93","","","","47.97","1.00"
"RWTN","RWTN","RWT","","BB","8.00","05/15/2025","3/1/2026","3/1/2029","0.57","9.13%","","","132.98","Reit","","46.00","","","","","","24.80","","","24.63","25.01","0.71","-0.85","22.48","25.72","22.48","27.10","24.52","2.04","-1.20","47.93","49.03","62.84","22.11","-2.58","2.04","35.62","76.64","6291.00","6862.00","1942.00","5031.00","38.69","","","","46.84","1.00"
"RWTO","RWTO","RWT","","BB","8.00","05/15/2025","9/1/2026","9/1/2029","0.56","9.00%","","","132.98","Reit","","46.00","","","","","","24.44","","","","","","","22.25","26.00","22.25","26.00","24.17","1.92","-1.83","52.18","51.93","64.33","28.69","-1.83","1.92","28.06","77.43","9714.00","8925.00","2653.00","7098.00","38.69","","","","49.82","1.00"
"RWTP","RWTP","RWT","","","8.00","05/15/2025","3/1/2027","3/1/2030","0.85","9.13%","","","132.98","Reit","","46.00","","","","","","24.25","","","","","","","22.70","25.25","22.70","25.25","23.83","1.13","-1.42","52.18","51.93","74.12","24.41","-1.42","1.13","23.92","82.60","20478.00","13881.00","6962.00","13774.00","37.93","","","","50.09","1.00"
"RZB","RZB","RGA","NFF","","12.00","05/30/2025","6/15/2026","6/15/2056","0.36","5.75%","","","66.07","Insurance","","61.00","","","","","","24.68","","","24.75","24.89","-0.28","-0.85","24.11","26.00","23.44","26.47","24.56","0.45","-1.44","51.40","49.03","82.56","24.62","-1.91","1.12","28.87","82.67","30091.00","34803.00","50119.00","38338.00","63.86","","","","55.34","1.00"
"RZC","RZC","RGA","NFF","","12.00","06/27/2025","10/15/2027","10/15/2052","0.45","7.13%","","","66.07","Insurance","","89.00","","","","","","25.66","","","25.73","26.12","-0.27","-1.76","24.74","27.09","24.74","29.20","25.66","0.92","-1.43","51.37","52.37","76.73","24.52","-3.54","0.92","45.31","83.98","28985.00","31002.00","27364.00","29117.00","63.86","","","","56.09","1.00"
"SACH PRA","SACH-A","SACH","","","8.00","06/13/2025","6/29/2026","NONE","0.48","7.75%","24.15","19.69","47.31","Reit","","75.00","","","","","","14.97","-4.72","-9.18","15.55","18.84","-3.71","-20.53","12.54","23.78","12.54","25.06","14.89","2.35","-8.89","63.43","51.93","58.99","","-10.17","2.35","","74.62","7066.00","6551.00","5237.00","6285.00","26.39","","","","51.81","1.00"
"SAJ","SAJ","SAR","","BB","8.00","05/15/2025","10/27/2024","10/31/2027","0.50","8.00%","","24.68","15.36","Assetmanagement","","46.00","","","","","","25.37","0.69","","25.39","25.30","-0.07","0.29","24.74","25.94","24.28","26.49","25.13","0.39","-0.81","50.67","44.84","83.30","18.04","-1.36","0.85","23.32","84.44","2449.00","2374.00","2936.00","2586.00","49.47","","","","48.26","1.00"
"SAT","SAT","SAR","","BB","8.00","05/15/2025","4/27/2024","4/30/2027","0.38","6.00%","24.99","23.30","15.36","Assetmanagement","","46.00","","","","","","24.63","1.33","-0.36","24.55","24.46","0.33","0.68","23.91","25.16","22.97","25.16","24.44","0.53","-0.72","49.26","43.40","81.57","17.10","-0.72","1.47","16.86","80.38","8596.00","12838.00","28067.00","16500.00","49.47","","","","47.99","1.00"
"SAY","SAY","SAR","","BB","8.00","05/15/2025","12/13/2024","12/31/2027","0.51","8.13%","","25.01","15.36","Assetmanagement","","46.00","","","","","","25.46","0.45","","25.33","25.30","0.52","0.61","24.90","25.98","24.64","25.98","25.21","0.31","-0.77","48.60","43.66","84.29","17.62","-0.77","0.57","17.36","86.27","3428.00","3733.00","3022.00","3394.00","49.47","","","","47.01","1.00"
"SAZ","SAZ","SAR","","BB","8.00","05/15/2025","4/14/2025","4/15/2028","0.53","8.50%","","25.03","15.36","Assetmanagement","","46.00","","","","","","25.35","0.33","","25.30","25.42","0.22","-0.24","24.90","25.78","24.78","26.00","25.10","0.20","-0.68","49.65","46.78","85.66","16.68","-0.90","0.32","18.68","87.91","4145.00","5510.00","2935.00","4197.00","49.47","","","","48.73","1.00"
"SB PRC","SB-C","SB","","","8.00","07/16/2025","5/31/2019","NONE","0.50","8.00%","25.20","24.98","105.27","Marineshipping","","18.00","","","","","","26.04","1.06","0.84","25.39","25.54","2.55","1.97","24.85","26.50","24.31","26.50","25.64","0.79","-0.86","41.48","38.66","78.34","18.56","-0.86","1.33","18.27","81.29","1055.00","869.00","877.00","934.00","39.61","","","","40.04","1.00"
"SB PRD","SB-D","SB","","","8.00","07/16/2025","6/30/2019","NONE","0.50","8.00%","","","105.27","Marineshipping","","18.00","","","","","","25.46","","","25.36","25.61","0.39","-0.57","24.17","26.14","24.17","26.90","25.06","0.89","-1.08","49.05","48.00","77.10","20.86","-1.84","0.89","28.16","84.17","1491.00","1328.00","1082.00","1300.00","39.61","","","","46.82","1.00"
"SCCC","SCCC","SACH","","BB","8.00","06/13/2025","9/30/2022","9/30/2025","0.48","7.75%","25.20","23.66","47.31","Reit","","75.00","","","","","","24.99","1.33","-0.21","24.82","24.76","0.69","0.94","23.99","25.47","23.08","25.47","24.91","0.92","-0.56","48.00","42.45","76.73","15.43","-0.56","1.83","15.25","78.02","5182.00","3546.00","4014.00","4247.00","26.92","","","","41.83","1.00"
"SCCD","SCCD","SACH","","","8.00","06/13/2025","9/20/2023","9/30/2026","0.38","6.00%","23.82","21.50","47.31","Reit","","75.00","","","","","","21.70","0.20","-2.12","21.00","21.53","3.31","0.81","19.00","23.10","19.00","23.26","21.64","2.64","-1.46","38.82","42.93","55.40","24.83","-1.62","2.64","25.94","72.72","4973.00","3499.00","3140.00","3871.00","26.39","","","","38.22","1.00"
"SCCE","SCCE","SACH","","BB","8.00","06/13/2025","3/9/2024","3/30/2027","0.38","6.00%","23.08","20.88","47.31","Reit","","75.00","","","","","","19.58","-1.30","-3.50","19.39","20.63","1.00","-5.08","18.05","22.53","18.05","23.33","19.52","1.47","-3.01","46.91","64.57","69.91","41.02","-3.81","1.47","48.03","80.38","5618.00","4151.00","2687.00","4152.00","26.92","","","","50.24","1.00"
"SCCF","SCCF","SACH","","BB","8.00","06/13/2025","5/11/2024","6/30/2027","0.45","7.13%","24.65","21.80","47.31","Reit","","75.00","","","","","","19.11","-2.69","-5.54","19.25","20.80","-0.72","-8.11","17.94","22.94","17.94","24.05","19.04","1.10","-3.90","52.94","75.71","74.50","50.31","-5.01","1.10","60.14","82.80","4196.00","2956.00","1661.00","2938.00","26.92","","","","57.03","1.00"
"SCCG","SCCG","SACH","","BB","8.00","06/13/2025","8/23/2024","9/30/2027","0.50","8.00%","","22.80","47.31","Reit","","75.00","","","","","","19.25","-3.55","","19.98","21.55","-3.64","-10.66","17.15","24.33","17.15","24.45","19.17","2.02","-5.16","63.18","85.08","63.09","63.47","-5.28","2.02","62.86","76.78","6070.00","3250.00","2246.00","3855.00","26.92","","","","64.93","1.00"
"SCE PRJ","SCE-J","EIX","NFF","","10.50","06/13/2025","9/15/2025","NONE","0.34","5.38%","","","384.94","Utility","","75.00","","","","","","22.79","","","22.64","23.60","0.67","-3.45","20.70","25.10","18.94","25.10","22.73","2.03","-2.37","48.07","58.58","62.96","34.33","-2.37","3.79","33.51","65.19","43219.00","36806.00","47669.00","42565.00","51.22","1.00","15.92","1.14","41.67","0.75"
"SCE PRK","SCE-K","EIX","NFF","","10.50","06/13/2025","3/15/2026","NONE","0.34","5.45%","","","384.94","Utility","","75.00","","","","","","22.87","","","23.09","24.06","-0.94","-4.93","21.91","25.37","20.98","25.49","22.81","0.90","-2.56","53.72","64.02","76.98","36.32","-2.68","1.83","36.63","78.02","43411.00","55807.00","46823.00","48680.00","51.22","1.00","15.92","1.14","45.28","0.75"
"SCE PRM","SCE-M","EIX","","TP","10.50","06/13/2025","11/22/2028","NONE","0.47","7.50%","","","384.94","Utility","","75.00","","","","","","22.69","","","23.11","25.17","-1.85","-9.89","22.02","27.55","22.02","27.55","22.60","0.58","-4.95","56.91","82.25","80.95","61.28","-4.95","0.58","59.53","86.20","41838.00","41240.00","36405.00","39827.00","51.22","1.00","15.92","1.14","51.30","0.75"
"SCE PRN","SCE-N","EIX","","TP","10.50","06/13/2025","5/13/2029","NONE","0.43","6.95%","","","384.94","Utility","","75.00","","","","","","21.65","","","22.26","24.49","-2.73","-11.61","20.71","27.12","20.71","27.12","21.58","0.87","-5.54","59.99","88.57","77.35","67.44","-5.54","0.87","65.49","84.30","43199.00","27477.00","26938.00","32538.00","51.22","1.00","15.92","1.14","53.78","0.75"
"SEAL PRA","SEAL-A","SEAL","","","8.00","06/27/2025","10/5/2021","NONE","0.56","9.00%","","","-","-","","89.00","","","","","","25.75","","","25.38","25.53","1.44","0.87","24.50","26.00","23.60","26.49","25.74","1.24","-0.26","45.37","42.71","72.76","12.30","-0.75","2.14","17.16","75.99","4461.00","4967.00","3975.00","4468.00","53.11","","","","46.13","1.00"
"SEAL PRB","SEAL-B","SEAL","NFF","","8.00","06/27/2025","10/15/2027","NONE","0.53","8.50%","","","-","-","","89.00","","","","","","25.86","","","25.43","25.67","1.68","0.73","23.92","26.75","22.90","27.44","25.85","1.93","-0.90","44.53","43.22","64.20","18.98","-1.59","2.95","25.64","70.69","6431.00","6242.00","2753.00","5142.00","53.11","","","","46.04","1.00"
"SNV PRD","SNV-D","SNV","FF","","8.00","06/13/2025","6/21/2023","NONE","0.50","6.30%","","","138.77","Regionalbank","","75.00","","","","","","25.17","","","24.98","25.14","0.75","0.11","23.51","25.75","23.45","25.80","25.09","1.58","-0.66","47.79","45.50","68.54","16.48","-0.71","1.64","16.76","79.26","11797.00","11579.00","13793.00","12390.00","52.22","","","","48.53","1.00"
