"PREF IBKR","CMON","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CGRUP","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","TIME TO DIV","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","Aug4_chg","Oct19_chg","Aug4_chg_norm","Oct19_chg_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","CUR_YIELD","FINAL_THG","EX_DIV_DATE","TIME_TO_DIV","DIV_BONUS","SOLIDITY_WEIGHT_USED","YIELD_WEIGHT_USED"
"PSA PRH","PSA","","13.5","12/12/2024","","","0.3500","5.6000","26.9600","22.7600","c550","22.8500","0.0900","-4.1100","22.9200","24.1300","-0.2900","-5.3100","20.8500","25.7000","20.8500","25.9500","66.0000","22.7600","1.9100","-2.9400","50.1000","52.3500","43.7100","41.5100","-4.2000","0.0000","57.0600","75.6500","-3.1900","1.9100","44.4400","70.8700","19137.0000","19489.0000","15385.0000","18004.0000","71.4900","0.0615","345.9500","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRI","PSA","","13.5","12/12/2024","","","0.3000","4.8800","25.8000","19.4400","c475","19.5000","0.0600","-6.3000","19.8000","21.3600","-1.5000","-8.6900","18.6900","23.7200","18.6900","23.9400","66.0000","19.4200","0.7300","-4.3000","56.2100","66.2600","71.7200","59.9800","-6.3800","-0.0200","76.4200","75.8500","-4.5200","0.7300","62.6900","83.3400","14963.0000","12777.0000","13797.0000","13846.0000","71.4900","0.0628","396.6600","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRJ","PSA","","13.5","12/12/2024","","","0.2900","4.7000","25.0800","18.2500","c475","18.7900","0.5400","-6.2900","19.0700","20.4900","-1.4800","-8.3200","18.2500","23.2100","17.9400","23.2100","66.0000","18.7100","0.4600","-4.5000","56.1100","64.7300","78.1300","62.7000","-6.3700","0.4600","76.3300","71.1300","-4.5000","0.7700","62.4200","82.9200","15317.0000","15242.0000","14290.0000","14950.0000","71.4900","0.0628","396.6000","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRK","PSA","","13.5","12/12/2024","","","0.3000","4.7500","25.8000","18.4000","c475","19.1100","0.7100","-6.6900","19.2900","20.6800","-0.9400","-7.6100","18.4400","23.1600","18.1600","23.2100","66.0000","19.0300","0.5900","-4.1300","53.3800","61.8100","75.0400","57.6700","-6.7700","0.6300","79.8800","69.4600","-4.1800","0.8700","58.0300","81.8600","16955.0000","18231.0000","14433.0000","16539.0000","71.4900","0.0624","386.6100","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRL","PSA","","13.5","12/12/2024","","","0.2900","4.6300","24.8400","18.1700","c450","18.6700","0.5000","-6.1700","18.8700","20.2000","-1.0800","-7.5600","17.5200","22.7500","17.5200","22.8900","66.0000","18.5900","1.0700","-4.1600","54.0900","61.6000","63.6500","58.0800","-6.2500","0.4200","75.2600","71.5200","-4.3000","1.0700","59.6700","79.7500","29246.0000","27407.0000","30850.0000","29168.0000","71.4900","0.0623","382.3100","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRM","PSA","","13.5","12/12/2024","","","0.2600","4.1300","22.7900","16.0500","c400","16.7900","0.7400","-6.0000","16.9100","18.2000","-0.7200","-7.7600","16.1100","20.5200","15.8200","20.7900","66.0000","16.7200","0.6100","-3.8000","52.2700","62.4300","74.5700","53.1900","-6.0700","0.6700","73.6600","69.0700","-4.0700","0.9000","56.5200","81.5500","9024.0000","8809.0000","10344.0000","9393.0000","71.4900","0.0618","381.4300","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRN","PSA","","13.5","12/12/2024","","","0.2400","3.8800","21.0200","15.1200","c400","15.6600","0.5400","-5.3600","15.8500","16.9500","-1.1900","-7.6300","15.1000","19.1200","14.9000","19.2300","66.0000","15.6000","0.5000","-3.5200","54.6500","61.8900","77.1800","49.3900","-5.4200","0.4800","67.8900","70.9300","-3.6300","0.7000","50.4800","83.6600","17347.0000","18326.0000","23326.0000","19666.0000","71.4900","0.0622","381.3000","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRO","PSA","","13.5","12/12/2024","11/17/2025","","0.2400","3.9000","20.2900","15.5300","c400","15.6800","0.1500","-4.6100","15.9100","17.0300","-1.4300","-7.9100","15.0700","18.9700","15.0700","19.1300","66.0000","15.6200","0.5500","-3.3500","55.8600","63.0500","75.9900","47.0800","-4.6700","0.0900","61.2300","74.7700","-3.5100","0.5500","48.8300","85.2400","17649.0000","18833.0000","37978.0000","24820.0000","71.4900","0.0624","382.5000","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRP","PSA","","13.5","12/12/2024","","","0.2500","4.0000","20.8800","15.5400","c400","15.9900","0.4500","-4.8900","16.2600","17.4900","-1.6400","-8.5700","15.3900","19.7600","15.3700","19.9900","66.0000","15.9200","0.5300","-3.8400","56.9200","65.7600","76.4700","53.7400","-4.9600","0.3800","63.8100","71.9200","-4.0700","0.5500","56.5200","85.2400","42175.0000","40281.0000","54949.0000","45802.0000","71.4900","0.0628","391.2700","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRQ","PSA","","13.5","12/12/2024","","","0.2500","3.9500","20.8400","15.3100","c400","15.9000","0.5900","-4.9400","16.0200","17.2100","-0.7200","-7.6200","15.3000","19.2800","15.1700","19.4700","66.0000","15.8300","0.5300","-3.4500","52.2700","61.8500","76.4700","48.4400","-5.0100","0.5200","64.2500","70.5400","-3.6400","0.6600","50.6200","84.0800","13562.0000","14009.0000","19370.0000","15647.0000","71.4900","0.0624","379.2100","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRR","PSA","","13.5","12/12/2024","","","0.2500","4.0000","20.7800","15.5900","c400","16.0200","0.4300","-4.7600","16.2400","17.5400","-1.3500","-8.6800","15.4500","19.9900","15.3800","20.1600","66.0000","15.9500","0.5000","-4.0400","55.4500","66.2100","77.1800","56.4500","-4.8300","0.3600","62.6500","72.1100","-4.2100","0.5700","58.4400","85.0300","31798.0000","31963.0000","48942.0000","37568.0000","71.4900","0.0627","392.1900","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRS","PSA","","13.5","12/12/2024","","","0.2600","4.1000","21.1500","15.8300","c400","16.4700","0.6400","-4.6800","16.6100","17.9700","-0.8400","-8.3200","14.1800","20.4400","14.1800","20.4700","66.0000","16.4000","2.2200","-4.0400","52.8800","64.7300","36.3500","56.4500","-4.7500","0.5700","61.9400","70.0500","-4.0700","2.2200","56.5200","67.6000","16125.0000","17706.0000","13884.0000","15905.0000","71.4900","0.0625","365.7500","2024-12-12","-204","0","0.1200","2446.8200"
"PSEC PRA","PSEC","","9","10/16/2024","7/19/2026","","0.3300","5.3500","19.5500","15.2100","c525","16.7200","1.5100","-2.8300","16.2300","17.5300","3.0500","-4.6300","14.5800","21.5400","14.0400","21.5400","9.0000","16.4200","1.8400","-5.1200","33.2300","49.5500","45.3700","71.1200","-3.1300","1.2100","47.5600","63.7600","-5.1200","2.3800","70.9300","65.9000","8258.0000","7368.0000","6912.0000","7513.0000","37.9100","0.0815","390.8200","2024-10-16","-261","0","0.1200","2446.8200"
"REGCO","REG","","NR","10/16/2024","","","0.3700","5.8800","","21.8500","c575","22.6000","0.7500","","22.4000","22.7500","0.8800","-0.6700","21.4300","24.6900","21.2000","24.9000","9.0000","22.2700","0.8400","-2.4200","44.1900","33.2500","69.1100","34.4500","","0.4200","40.4100","71.5200","-2.6300","1.0700","36.7600","79.7500","5589.0000","4789.0000","2391.0000","4257.0000","59.8800","0.0660","338.0400","2024-10-16","-261","0","0.1200","2446.8200"
"REGCP","REG","","NR","10/16/2024","","","0.3900","6.2500","","23.1000","c625","23.7300","0.6300","","23.3700","23.7600","1.5500","-0.1400","21.8800","25.4000","21.8800","25.6300","9.0000","23.3800","1.5000","-2.0200","40.8100","31.0700","53.4400","29.0200","","0.2800","40.4100","72.9000","-2.2500","1.5000","31.5400","75.2000","4812.0000","4000.0000","2725.0000","3846.0000","59.8800","0.0668","325.3300","2024-10-16","-261","0","0.1200","2446.8200"
"REXR PRB","REXR","","NR","12/13/2024","","","0.3700","5.8800","25.3900","21.1600","c575","22.5500","1.3900","-2.8400","23.0400","22.8700","-2.1100","-1.4100","22.1500","24.3800","20.6000","24.5700","67.0000","22.4600","0.3100","-1.9200","59.2900","36.3000","81.6900","27.6600","-2.9300","1.3000","45.7800","62.8700","-2.1100","1.8600","29.6200","71.4000","4912.0000","3726.0000","1086.0000","3241.0000","45.8700","0.0654","340.8400","2024-12-13","-203","0","0.1200","2446.8200"
"REXR PRC","REXR","","NR","11/15/2024","","","0.3500","5.6300","26.1000","20.0500","c550","21.1000","1.0500","-5.0000","21.6900","21.9900","-2.7000","-4.0300","20.1300","24.0000","19.7100","24.5400","39.0000","20.9000","0.7700","-3.1000","62.2700","47.0800","70.7700","43.6800","-5.2000","0.8500","65.9400","67.3000","-3.6400","1.1900","50.6200","78.4800","7337.0000","3799.0000","1660.0000","4265.0000","45.8700","0.0673","374.0600","2024-11-15","-231","0","0.1200","2446.8200"
"RF PRE","RF","","10","11/27/2024","","","0.2800","4.4500","20.6900","15.4500","c450","17.6200","2.1700","-3.0700","17.3900","18.1800","1.3300","-3.0800","16.4100","19.9800","14.1600","19.9800","51.0000","17.5000","1.0900","-2.4800","41.9200","43.1700","63.1800","35.2600","-3.1900","2.0500","48.0900","55.5000","-2.4800","3.3400","34.7000","55.7600","28813.0000","26991.0000","25064.0000","26956.0000","60.1700","0.0636","323.3100","2024-11-27","-219","0","0.1200","2446.8200"
"RNR PRF","RNR","","12","11/27/2024","","","0.3600","5.7500","25.1100","20.7100","c550","21.5100","0.8000","-3.6000","21.5400","23.0500","-0.1300","-6.7000","20.8000","24.8300","20.4300","25.1000","51.0000","21.3500","0.5500","-3.4800","49.2900","58.0700","75.9900","48.8500","-3.7600","0.6400","53.1500","69.3600","-3.7500","0.9200","52.1300","81.3300","16740.0000","18535.0000","23133.0000","19470.0000","64.6100","0.0673","382.2000","2024-11-27","-219","0","0.1200","2446.8200"
"RNR PRG","RNR","","12","11/27/2024","","","0.2600","4.2000","20.0200","15.3500","c425","15.9100","0.5600","-4.1100","15.8300","17.2000","0.5300","-7.4800","14.2600","18.7300","14.2600","19.4600","51.0000","15.8000","1.5400","-2.9300","45.9600","61.2800","52.4900","41.3800","-4.2200","0.4500","57.2400","71.2300","-3.6600","1.5400","50.8900","74.7800","29036.0000","32548.0000","23393.0000","28326.0000","64.6100","0.0665","368.4400","2024-11-27","-219","0","0.1200","2446.8200"
"SCE PRG","EIX","TP","10","12/13/2024","","","0.3200","5.1000","20.7300","17.2000","c500","16.5000","-0.7000","-4.2300","17.2900","19.2700","-4.5800","-14.3900","16.2500","21.6900","16.2500","21.7000","67.0000","16.4200","0.1700","-5.2700","71.7700","89.7100","85.0100","73.1600","-4.3100","-0.7800","58.0400","83.3200","-5.2800","0.1700","73.1200","89.2600","17426.0000","13359.0000","11324.0000","14037.0000","51.6100","0.0776","475.5400","2024-12-13","-203","0","0.1200","2446.8200"
"SCE PRL","EIX","TP","10","12/13/2024","","","0.3100","5.0000","20.2400","16.9400","c500","16.1200","-0.8200","-4.1200","16.8600","18.8500","-4.3700","-14.4600","15.9400","21.0900","15.9400","21.3200","67.0000","16.0400","0.1000","-5.0500","70.7100","90.0000","86.6800","70.1700","-4.2000","-0.9000","57.0600","84.5000","-5.2800","0.1000","73.1200","90.0000","44458.0000","33558.0000","37430.0000","38482.0000","51.6100","0.0779","475.9600","2024-12-13","-203","0","0.1200","2446.8200"
"SCHW PRD","SCHW","","12","11/13/2024","","","0.3700","5.9500","25.9400","22.6500","c575","24.8600","2.2100","-1.0800","24.8500","25.1300","0.0400","-1.0900","24.2500","25.7100","22.2900","25.7100","37.0000","24.6400","0.3900","-1.0700","48.4300","34.9800","79.7900","16.1100","-1.3000","1.9900","31.3100","56.0900","-1.0700","2.3500","15.3500","66.2200","45517.0000","52123.0000","64929.0000","54190.0000","80.0900","0.0604","308.4000","2024-11-13","-233","0","0.1200","2446.8200"
"SCHW PRJ","SCHW","","12","11/13/2024","","","0.2800","4.4500","23.4000","16.7500","c450","19.2900","2.5400","-4.1100","19.1300","20.2300","0.8400","-4.6400","18.3300","22.5700","16.6300","22.6000","37.0000","19.1300","0.8000","-3.4400","44.3900","49.5900","70.0600","48.3000","-4.2700","2.3800","57.6800","52.2600","-3.4700","2.5000","48.2800","64.6400","55893.0000","56714.0000","55093.0000","55900.0000","80.0900","0.0582","335.8300","2024-11-13","-233","0","0.1200","2446.8200"
"SF PRB","SF","","8","12/2/2024","","","0.3900","6.2500","26.9400","22.0100","c625","23.7500","1.7400","-3.1900","23.7000","24.4400","0.2000","-2.8200","22.2200","25.3900","21.5600","25.7300","56.0000","23.6000","1.3800","-1.7900","47.6300","42.1000","56.2900","25.8900","-3.3400","1.5900","49.4200","60.0200","-2.1300","2.0400","29.9000","69.5000","6862.0000","7455.0000","8912.0000","7743.0000","55.3100","0.0662","331.6600","2024-12-02","-214","0","0.1200","2446.8200"
"SF PRC","SF","","8","12/2/2024","","","0.3800","6.1300","27.0000","22.1200","c625","23.2400","1.1200","-3.7600","23.2500","24.3500","-0.0500","-4.5500","21.8100","25.8600","21.2700","26.4700","56.0000","23.1000","1.2900","-2.7600","48.8900","49.2200","58.4300","39.0700","-3.9000","0.9800","54.4000","66.0200","-3.3700","1.8300","46.9100","71.7200","11287.0000","13251.0000","17497.0000","14012.0000","55.3100","0.0663","354.1400","2024-12-02","-214","0","0.1200","2446.8200"
"SF PRD","SF","","8","12/2/2024","","","0.2800","4.5000","20.5400","15.6400","c450","17.3400","1.7000","-3.2000","17.4500","18.5300","-0.6500","-6.4300","15.8500","21.7100","15.0000","21.7400","56.0000","17.2300","1.3800","-4.4800","51.9200","56.9500","56.2900","62.4300","-3.3100","1.5900","49.1600","60.0200","-4.5100","2.2300","62.5600","67.4900","18512.0000","17910.0000","19526.0000","18649.0000","55.3100","0.0653","368.7200","2024-12-02","-214","0","0.1200","2446.8200"
"SHO PRH","SHO","","NR","12/27/2024","","","0.3800","6.1300","23.7500","20.4000","c625","20.6000","0.2000","-3.1500","20.6800","21.6800","-0.3800","-4.9900","19.1400","24.2200","19.1400","24.2700","81.0000","20.5600","1.4200","-3.6600","50.5600","51.0300","55.3400","51.2900","-3.1900","0.1600","48.0900","74.0800","-3.7100","1.4200","51.5800","76.0500","6836.0000","6593.0000","1936.0000","5122.0000","42.9200","0.0745","383.5100","2024-12-27","-189","0","0.1200","2446.8200"
"SHO PRI","SHO","","NR","12/27/2024","","","0.3600","5.7000","22.9800","19.4300","c550","19.2800","-0.1500","-3.7000","19.4500","20.4200","-0.8700","-5.5900","17.9600","22.7900","17.9600","22.7900","81.0000","19.2400","1.2800","-3.5500","53.0300","53.5000","58.6600","49.8000","-3.7400","-0.1900","52.9700","77.5200","-3.5500","1.2800","49.3800","77.5300","6524.0000","5824.0000","1474.0000","4608.0000","42.9200","0.0741","388.7000","2024-12-27","-189","0","0.1200","2446.8200"
"SIGIP","SIGI","","10","11/27/2024","","","0.2900","4.6000","20.7400","15.4800","c450","16.9200","1.4400","-3.8200","17.4600","18.2900","-3.1200","-7.4700","16.6100","20.3000","15.1700","20.3000","51.0000","16.7900","0.1800","-3.5100","64.3900","61.2300","84.7800","49.2500","-3.9500","1.3100","54.8400","62.7800","-3.5100","1.6200","48.8300","73.9400","4984.0000","4067.0000","4671.0000","4574.0000","55.9900","0.0685","393.1200","2024-11-27","-219","0","0.1200","2446.8200"
"SLG PRI","SLG","","9.5","12/17/2024","","","0.4100","6.5000","25.6700","18.1500","c650","21.9900","3.8400","-3.6800","22.1500","22.7100","-0.7400","-3.1700","20.5600","24.5300","16.6000","24.8700","71.0000","21.9000","1.3400","-2.6300","52.3700","43.5400","57.2400","37.3000","-3.7700","3.7500","53.2400","38.8000","-2.9700","5.3000","41.4200","35.0500","13019.0000","10380.0000","12746.0000","12048.0000","33.4500","0.0742","340.4100","2024-12-17","-199","0","0.1200","2446.8200"
"SOJC","SO","BB","11.5","11/29/2024","","","0.3300","5.2500","25.6900","20.7500","c525","21.8400","1.0900","-3.8500","21.6000","22.9000","1.1100","-4.6400","21.0500","24.9200","20.3500","25.0700","53.0000","21.7000","0.6500","-3.2200","43.0300","49.5900","73.6200","45.3100","-3.9900","0.9500","55.1900","66.3100","-3.3700","1.3500","46.9100","76.7900","25713.0000","24353.0000","23404.0000","24490.0000","80.0800","0.0605","349.6000","2024-11-29","-217","0","0.1200","2446.8200"
"SOJD","SO","BB","11.5","10/29/2024","","","0.3100","4.9500","23.8600","19.4500","c500","20.4200","0.9700","-3.4400","20.2600","21.6200","0.8000","-5.5500","19.2600","23.9500","19.2600","24.5500","22.0000","20.1900","0.9300","-3.7600","44.6000","53.3300","66.9700","52.6500","-3.6700","0.7400","52.3500","68.3800","-4.3600","0.9300","60.5000","81.2300","85231.0000","78815.0000","82635.0000","82227.0000","80.0800","0.0613","362.9000","2024-10-29","-248","0","0.1200","2446.8200"
"SOJE","SO","BB","11.5","1/10/2025","","","0.2600","4.2000","20.9600","17.4200","c425","18.0000","0.5800","-2.9600","17.8900","19.3700","0.6200","-7.0800","16.9900","21.7500","16.9900","22.3500","5.0000","17.7500","0.7600","-4.0000","45.5100","59.6300","71.0100","55.9100","-3.2100","0.3300","48.2700","72.4100","-4.6000","0.7600","63.7900","83.0300","53848.0000","54003.0000","46057.0000","51303.0000","80.0800","0.0592","369.0400","2025-01-10","-175","0","0.1200","2446.8200"
"SR PRA","SR","","11","10/25/2024","8/15/2024","","0.3700","5.9000","26.1500","21.8700","c575","23.8800","2.0100","-2.2700","24.0300","24.3100","-0.6000","-1.7700","23.2000","25.3900","21.3600","25.3900","18.0000","23.5800","0.3800","-1.8100","51.6700","37.7800","80.0300","26.1600","-2.5700","1.7100","42.5900","58.8500","-1.8100","2.2200","25.5100","67.6000","15824.0000","15196.0000","12384.0000","14468.0000","61.1200","0.0626","326.5800","2024-10-25","-252","0","0.1200","2446.8200"
"SREA","SRE","BB","11.5","12/13/2024","","","0.3600","5.7500","25.2400","21.1600","c550","21.1300","-0.0300","-4.1100","21.1400","23.0800","-0.0700","-8.4300","19.6000","25.2000","19.6000","25.4700","67.0000","21.0400","1.4400","-4.1600","48.9900","65.1900","54.8700","58.0800","-4.2000","-0.1200","57.0600","76.8300","-4.4300","1.4400","61.4600","75.8400","51479.0000","58826.0000","37979.0000","49428.0000","69.4600","0.0683","391.3700","2024-12-13","-203","0","0.1200","2446.8200"
"STT PRG","STT","","13","11/27/2024","","","0.3300","5.3500","26.9000","21.6300","c525","22.1700","0.5400","-4.7300","22.4100","23.7500","-1.0600","-6.6500","21.3200","25.1600","21.3200","25.1600","51.0000","22.0300","0.7100","-3.1300","53.9900","57.8600","72.2000","44.0900","-4.8700","0.4000","63.0100","71.7200","-3.1300","0.7100","43.6200","83.5500","41507.0000","44478.0000","48683.0000","44889.0000","73.3400","0.0607","367.1900","2024-11-27","-219","0","0.1200","2446.8200"
"SYF PRA","SYF","","NR","10/30/2024","11/15/2024","","0.3500","5.6300","22.1400","15.2800","c550","19.2300","3.9500","-2.9100","18.1200","19.2700","6.1400","-0.2100","16.1900","21.6200","14.5100","21.9400","23.0000","18.9700","2.7800","-2.6500","17.6300","31.3600","23.0600","37.5700","-3.1700","3.6900","47.9100","39.3900","-2.9700","4.4600","41.4200","43.9200","54168.0000","52087.0000","38225.0000","48160.0000","59.3500","0.0742","302.8300","2024-10-30","-247","0","0.1200","2446.8200"
"T PRA","T","","10","1/7/2025","12/12/2024","","0.3100","5.0000","23.4900","18.3100","c500","20.5000","2.1900","-2.9900","20.2400","21.0800","1.2800","-2.7400","19.1500","22.7500","18.2000","22.8000","2.0000","20.2000","1.0500","-2.5500","42.1700","41.7700","64.1200","36.2100","-3.2900","1.8900","48.9800","57.0800","-2.6000","2.0000","36.3500","69.9200","97065.0000","93350.0000","75278.0000","88564.0000","77.9400","0.0619","328.0300","2025-01-07","-178","0","0.1200","2446.8200"
"T PRC","T","","10","1/7/2025","2/18/2025","","0.3000","4.7500","21.5500","17.2500","c475","19.5600","2.3100","-1.9900","19.1700","19.9700","2.0200","-2.0700","18.2000","21.4900","17.0200","21.7100","2.0000","19.2700","1.0700","-2.2200","38.4300","39.0100","63.6500","31.7300","-2.2800","2.0200","40.0100","55.8000","-2.4400","2.2500","34.1500","67.2800","132134.0000","127077.0000","134287.0000","131166.0000","77.9400","0.0616","316.9700","2025-01-07","-178","0","0.1200","2446.8200"
"TBB","T","BB","12","10/17/2024","","","0.3300","5.3500","24.9800","20.3200","c525","22.8300","2.5100","-2.1500","22.7200","23.4600","0.4900","-2.7000","21.5500","24.9000","20.2600","24.9000","10.0000","22.5400","0.9900","-2.3600","46.1600","41.6000","65.5500","33.6300","-2.4400","2.2200","41.4300","53.8300","-2.3600","2.2800","33.0500","66.9600","75874.0000","60695.0000","60551.0000","65706.0000","79.5000","0.0593","318.9200","2024-10-17","-260","0","0.1200","2446.8200"
"TCBIO","TCBI","","8","12/2/2024","6/15/2026","","0.3600","5.7500","24.5000","16.0100","c550","21.0200","5.0100","-3.4800","20.0500","20.3800","4.8300","3.1500","18.1100","21.8700","15.5200","22.7100","56.0000","20.8800","2.7700","-0.9900","24.2400","17.5300","23.2900","15.0300","-3.6200","4.8700","51.9100","27.7900","-1.8300","5.3600","25.7800","34.4100","21938.0000","21006.0000","31765.0000","24903.0000","50.9700","0.0688","259.7800","2024-12-02","-214","0","0.1200","2446.8200"
"TDS PRU","TDS","","7","12/13/2024","","","0.4100","6.6300","24.2500","14.2600","c650","19.8400","5.5800","-4.4100","20.2300","20.7200","-1.9400","-4.2600","18.7100","22.8800","13.3800","22.8800","67.0000","19.7400","1.0300","-3.1400","58.4300","48.0200","64.6000","44.2300","-4.5100","5.4800","59.8100","21.7900","-3.1400","6.3600","43.7600","23.8400","26980.0000","22065.0000","23854.0000","24300.0000","48.6600","0.0840","370.6200","2024-12-13","-203","0","0.1200","2446.8200"
"TDS PRV","TDS","","7","12/13/2024","9/30/2026","","0.3800","6.0000","22.2800","12.8800","c600","18.2900","5.4100","-3.9900","17.9500","18.4600","1.8700","-0.9300","16.2500","20.4800","12.0100","20.4800","67.0000","18.1900","1.9400","-2.2900","39.1900","34.3200","43.0000","32.6800","-4.0900","5.3100","56.0800","23.4600","-2.2900","6.1800","32.0900","25.7500","43856.0000","40140.0000","30632.0000","38210.0000","48.6600","0.0825","328.0800","2024-12-13","-203","0","0.1200","2446.8200"
"TFC PRO","TFC","","11.5","11/8/2024","","","0.3300","5.2500","25.2000","19.7800","c525","21.3500","1.5700","-3.8500","21.2600","22.3600","0.4300","-4.5100","19.6900","24.4600","19.4300","24.8300","32.0000","21.1400","1.4500","-3.3200","46.4600","49.0500","54.6300","46.6700","-4.0600","1.3600","55.8200","62.2900","-3.6900","1.7100","51.3000","72.9900","46273.0000","39612.0000","38686.0000","41524.0000","64.8100","0.0621","345.8200","2024-11-08","-238","0","0.1200","2446.8200"
"TFC PRR","TFC","","11.5","11/8/2024","","","0.3000","4.7500","22.4900","17.7100","c475","19.2100","1.5000","-3.2800","19.2300","20.2400","-0.1200","-5.1100","18.4100","22.2700","17.2900","22.6200","32.0000","19.0200","0.6100","-3.2500","49.2400","51.5200","74.5700","45.7200","-3.4700","1.3100","50.5800","62.7800","-3.6000","1.7300","50.0700","72.7700","68648.0000","61804.0000","58045.0000","62832.0000","64.8100","0.0624","355.8200","2024-11-08","-238","0","0.1200","2446.8200"
"TRTN PRD","-","","NR","12/6/2024","3/15/2025","","0.4300","6.8800","25.9500","21.6200","c675","23.2300","1.6100","-2.7200","21.9000","23.2400","6.0500","-0.0500","19.7600","25.0100","19.7600","25.6700","60.0000","23.0900","3.3300","-1.9200","18.0800","30.7000","10.0000","27.6600","-2.8600","1.4700","45.1600","61.2000","-2.5800","3.3300","36.0700","55.8700","9007.0000","9139.0000","10280.0000","9476.0000","44.0500","0.0745","303.1200","2024-12-06","-210","0","0.1200","2446.8200"
"TRTN PRE","-","","NR","12/6/2024","","","0.3600","5.7500","23.7900","17.8000","c550","19.5000","1.7000","-4.2900","18.7200","20.3800","4.1500","-4.3400","16.9000","23.1700","16.9000","23.3000","60.0000","19.3800","2.4800","-3.7900","27.6800","48.3500","30.1800","53.0600","-4.4100","1.5800","58.9200","60.1200","-3.9200","2.4800","54.4600","64.8500","6940.0000","7076.0000","3963.0000","5993.0000","44.0500","0.0742","352.2500","2024-12-06","-210","0","0.1200","2446.8200"
"TRTX PRC","TRTX","","NR","12/16/2024","6/14/2026","","0.3900","6.2500","18.8300","13.8100","c625","17.3500","3.5400","-1.4800","17.6700","18.0900","-1.8100","-4.0900","16.0100","20.0000","13.0000","20.0000","70.0000","17.2600","1.2500","-2.7400","57.7800","47.3300","59.3800","38.7900","-1.5700","3.4500","33.7100","41.7400","-2.7400","4.2600","38.2700","46.0400","7273.0000","7080.0000","4656.0000","6336.0000","42.8400","0.0905","390.4000","2024-12-16","-200","0","0.1200","2446.8200"
"USB PRQ","USB","","13.5","12/27/2024","","","0.2300","3.7500","19.5700","13.5000","c400","15.4000","1.9000","-4.1700","15.4900","16.6200","-0.6100","-7.3500","14.6600","18.5900","13.3200","18.6000","81.0000","15.3800","0.7200","-3.2100","51.7200","60.7400","71.9600","45.1800","-4.1900","1.8800","56.9700","57.1700","-3.2200","2.0600","44.8500","69.2900","40953.0000","40227.0000","61353.0000","47511.0000","72.0400","0.0610","357.9500","2024-12-27","-189","0","0.1200","2446.8200"
"USB PRR","USB","","13.5","12/27/2024","","","0.2500","4.0000","21.0500","14.5700","c400","16.4900","1.9200","-4.5600","16.5200","17.7400","-0.1900","-7.0600","15.6200","20.0900","14.2400","20.3500","81.0000","16.4600","0.8400","-3.6300","49.6000","59.5500","69.1100","50.8800","-4.5900","1.8900","60.5200","57.0800","-3.8900","2.2200","54.0500","67.6000","50916.0000","46272.0000","62262.0000","53150.0000","72.0400","0.0608","359.2100","2024-12-27","-189","0","0.1200","2446.8200"
"USB PRS","USB","","13.5","12/27/2024","","","0.2800","4.5000","22.0800","16.4400","c450","18.7000","2.2600","-3.3800","18.9100","20.1900","-1.1300","-7.3800","18.0400","22.5400","16.2200","22.9700","81.0000","18.6700","0.6300","-3.8700","54.3400","60.8600","74.0900","54.1400","-3.4100","2.2300","50.0400","53.7300","-4.3000","2.4500","59.6700","65.1700","40835.0000","35105.0000","27784.0000","34575.0000","72.0400","0.0603","362.9200","2024-12-27","-189","0","0.1200","2446.8200"
"UZD","USM","BB","9.5","11/29/2024","9/1/2025","","0.3900","6.2500","24.1600","16.7700","c625","23.6100","6.8400","-0.5500","23.6800","23.4100","-0.2900","0.8400","22.0000","24.3700","15.7800","24.8000","53.0000","23.4500","1.4500","-0.9200","50.1000","27.0400","54.6300","14.0700","-0.7100","6.6800","26.0700","10.0000","-1.3500","7.6700","19.1900","10.0000","39430.0000","35655.0000","45259.0000","40115.0000","57.7600","0.0666","267.0600","2024-11-29","-217","0","0.1200","2446.8200"
