PREF IBKR,CMON,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,CGRUP,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,TIME TO DIV,Div adj.price,COM_LAST_PRICE,COM_52W_LOW,COM_52W_HIGH,COM_6M_PRICE,COM_3M_PRICE,COM_5Y_LOW,COM_5Y_HIGH,COM_MKTCAP,CRDT_SCORE,COM_FEB2020_PRICE,COM_MAR2020_PRICE,COM_5Y_LOW_CHG,COM_5Y_HIGH_CHG,COM_52W_LOW_CHG,COM_52W_HIGH_CHG,COM_6M_CHG,COM_3M_CHG,COM_FEB2020_CHG,COM_MAR2020_CHG,5Y_LOW_SKOR,5Y_HIGH_SKOR,52W_LOW_SKOR,52W_HIGH_SKOR,COM_6M_SKOR,COM_3M_SKOR,FEB2020_SKOR,MAR2020_SKOR,Normalized_5Y_LOW,Normalized_5Y_HIGH,Normalized_52W_LOW,Normalized_52W_HIGH,Normalized_COM_6M,Normalized_COM_3M,Normalized_FEB2020,Normalized_MAR2020,52W_HIGH_CHG,5Y_HIGH_CHG,52W_LOW_CHG,5Y_LOW_CHG,5Y_CHG,5Y CHG SKOR,52W_CHG,52W CHG SKOR,TOTAL_HIGH_SCORE,3M_PERF,6M_PERF,RECENT_TOTAL,MKTCAP_NORM,CRDT_NORM,SOLIDITY_SCORE,H2020_SKOR,H2020_NORM,L2020_SKOR,L2020_NORM,COM_6M_NORM,COM_3M_NORM,MKTCAP_RANGE
ACGLN,ACGL,,12,12/13/2024,,,0.28,4.55%,21.70,16.62,c450,16.75,0.13,-4.95,17.54,18.94,-4.50,-11.58,16.44,20.99,16.44,21.22,85.00,16.73,90.89,82.49,116.47,90.53,95.28,26.22,116.47,34.10,12.00,46.78,25.97,2.47,-0.22,0.10,-0.22,0.00,-0.05,0.94,2.50,90.00,70.23,18.15,70.23,1.01,-1.14,109.44,126.02,87.95,97.53,3.43,45.63,62.84,48.01,51.59,43.36,-0.22,-0.22,0.10,2.47,2.47,41.12,0.10,18.95,70.23,-0.05,0.00,-0.05,70.24,50.50,66.99,37.72,48.64,36.65,49.21,67.44,54.67,<1B USD
ACGLO,ACGL,,11.5,12/13/2024,,,0.34,5.45%,24.93,19.34,c550,20.14,0.80,-4.79,20.90,22.13,-3.63,-9.00,19.99,23.91,19.20,24.50,85.00,20.12,90.89,82.49,116.47,90.53,95.28,26.22,116.47,34.10,12.00,46.78,25.97,2.47,-0.22,0.10,-0.22,0.00,-0.05,0.94,2.50,90.00,70.23,18.15,70.23,1.01,-1.14,109.44,126.02,87.95,97.53,3.43,45.63,62.84,48.01,51.59,43.36,-0.22,-0.22,0.10,2.47,2.47,41.12,0.10,18.95,70.23,-0.05,0.00,-0.05,70.24,50.50,66.99,37.72,48.64,36.65,49.21,67.44,54.67,<1B USD
ACP PRA,ACP,,15,12/16/2024,,,0.33,5.25%,24.61,21.47,c525,20.80,-0.67,-3.81,21.49,23.01,-3.21,-9.60,20.21,25.00,19.65,26.33,88.00,20.79,5.91,4.92,7.00,5.93,5.92,4.92,12.41,0.74,15.00,11.65,6.70,0.20,-0.52,0.20,-0.16,-0.00,-0.00,-0.49,-0.12,26.10,42.86,26.10,75.99,0.81,-0.03,12.63,13.06,56.27,57.33,75.58,50.99,61.71,58.83,6.84,5.39,-0.16,-0.52,0.20,0.20,0.20,12.45,0.20,28.39,59.42,-0.00,-0.00,-0.00,38.70,80.20,56.09,28.82,37.40,28.56,38.57,66.44,64.10,<1B USD
ADC PRA,ADC,,11,10/22/2024,,,0.27,4.25%,20.92,15.83,c425,17.13,1.30,-3.79,17.49,18.46,-2.04,-7.22,16.96,21.94,15.71,21.94,33.00,16.96,74.55,60.42,79.65,73.31,77.16,52.69,80.44,8.20,11.00,77.46,52.71,0.41,-0.07,0.23,-0.06,0.02,-0.03,-0.04,0.41,43.19,83.41,28.71,84.24,1.34,-0.84,41.59,36.03,65.30,6.68,78.09,95.23,64.83,51.00,20.23,13.11,-0.06,-0.07,0.23,0.41,0.41,15.15,0.23,31.49,83.82,-0.03,0.02,-0.01,56.40,40.60,65.32,43.53,55.97,44.76,59.89,69.18,57.27,<1B USD
AEFC,AEG,BB,12.5,11/29/2024,12/15/2024,,0.32,5.10%,24.32,18.56,c500,19.40,0.84,-4.92,20.13,21.08,-3.64,-7.97,18.61,22.83,18.24,22.90,71.00,19.33,6.94,5.42,7.32,5.83,6.57,2.31,138.84,10.99,12.50,70.51,43.76,2.00,-0.95,0.28,-0.05,0.19,0.06,0.30,1.31,90.00,10.00,32.44,85.33,5.83,1.42,,,85.30,1.00,81.14,93.26,91.54,72.96,,,-0.05,-0.95,0.28,2.00,2.00,35.27,0.28,35.92,47.66,0.06,0.19,0.25,60.42,55.45,35.76,0.00,1.00,0.00,1.00,92.58,76.43,<1B USD
AFGB,AFG,BB,11.5,12/13/2024,,,0.37,5.88%,26.83,21.40,c575,20.74,-0.66,-6.09,21.74,23.27,-4.60,-10.88,20.66,25.24,20.66,25.27,85.00,20.72,123.87,114.73,150.19,137.91,126.52,56.73,152.29,10.35,11.50,112.94,51.16,1.18,-0.19,0.08,-0.18,-0.10,-0.02,0.10,1.42,90.00,73.20,16.37,74.23,-1.73,-0.52,50.89,79.48,78.58,89.78,2.85,47.71,46.56,54.14,24.53,27.72,-0.18,-0.19,0.08,1.18,1.18,24.88,0.08,16.85,73.72,-0.02,-0.10,-0.12,60.15,45.55,64.80,48.90,62.76,44.36,59.35,53.17,60.01,<1B USD
AFGC,AFG,BB,11.5,11/29/2024,,,0.32,5.13%,26.22,18.46,c500,18.35,-0.11,-7.87,19.29,20.78,-4.89,-11.69,18.01,23.42,18.01,23.42,71.00,18.28,123.87,114.73,150.19,137.91,126.52,56.73,152.29,10.35,11.50,112.94,51.16,1.18,-0.19,0.08,-0.18,-0.10,-0.02,0.10,1.42,90.00,73.20,16.37,74.23,-1.73,-0.52,50.89,79.48,78.58,89.78,2.85,47.71,46.56,54.14,24.53,27.72,-0.18,-0.19,0.08,1.18,1.18,24.88,0.08,16.85,73.72,-0.02,-0.10,-0.12,60.15,45.55,64.80,48.90,62.76,44.36,59.35,53.17,60.01,<1B USD
AFGD,AFG,BB,11.5,11/15/2024,,,0.35,5.63%,25.56,20.36,c550,20.03,-0.33,-5.53,20.92,22.78,-4.27,-12.07,18.19,25.61,18.19,25.61,57.00,19.90,123.87,114.73,150.19,137.91,126.52,56.73,152.29,10.35,11.50,112.94,51.16,1.18,-0.19,0.08,-0.18,-0.10,-0.02,0.10,1.42,90.00,73.20,16.37,74.23,-1.73,-0.52,50.89,79.48,78.58,89.78,2.85,47.71,46.56,54.14,24.53,27.72,-0.18,-0.19,0.08,1.18,1.18,24.88,0.08,16.85,73.72,-0.02,-0.10,-0.12,60.15,45.55,64.80,48.90,62.76,44.36,59.35,53.17,60.01,<1B USD
AFGE,AFG,BB,11.5,11/29/2024,,,0.28,4.50%,22.31,16.58,c450,16.49,-0.09,-5.82,17.11,18.63,-3.65,-11.51,16.11,20.77,16.11,21.78,71.00,16.43,123.87,114.73,150.19,137.91,126.52,56.73,152.29,10.35,11.50,112.94,51.16,1.18,-0.19,0.08,-0.18,-0.10,-0.02,0.10,1.42,90.00,73.20,16.37,74.23,-1.73,-0.52,50.89,79.48,78.58,89.78,2.85,47.71,46.56,54.14,24.53,27.72,-0.18,-0.19,0.08,1.18,1.18,24.88,0.08,16.85,73.72,-0.02,-0.10,-0.12,60.15,45.55,64.80,48.90,62.76,44.36,59.35,53.17,60.01,<1B USD
AGM PRD,AGM,,NR,12/27/2024,,,0.36,5.70%,25.28,21.04,c550,21.64,0.60,-3.64,22.03,22.91,-1.79,-5.55,20.92,24.86,20.26,25.70,9.00,21.32,184.25,159.63,217.60,209.19,194.26,57.05,217.60,1.98,8.00,73.29,43.02,2.23,-0.15,0.15,-0.15,-0.12,-0.05,1.51,3.28,90.00,76.21,22.34,76.21,-2.19,-1.28,148.95,159.81,86.66,93.66,71.18,51.40,43.88,46.68,69.86,54.72,-0.15,-0.15,0.15,2.23,2.23,38.12,0.15,23.93,76.21,-0.05,-0.12,-0.17,42.45,10.90,50.74,42.82,55.07,42.12,56.41,50.82,53.51,<1B USD
AGM PRE,AGM,,NR,12/27/2024,,,0.36,5.75%,24.90,21.55,c550,21.35,-0.20,-3.55,22.14,23.05,-3.59,-7.37,21.26,24.74,20.31,24.93,9.00,21.03,184.25,159.63,217.60,209.19,194.26,57.05,217.60,1.98,8.00,73.29,43.02,2.23,-0.15,0.15,-0.15,-0.12,-0.05,1.51,3.28,90.00,76.21,22.34,76.21,-2.19,-1.28,148.95,159.81,86.66,93.66,71.18,51.40,43.88,46.68,69.86,54.72,-0.15,-0.15,0.15,2.23,2.23,38.12,0.15,23.93,76.21,-0.05,-0.12,-0.17,42.45,10.90,50.74,42.82,55.07,42.12,56.41,50.82,53.51,<1B USD
AGM PRF,AGM,,NR,12/27/2024,,,0.33,5.25%,22.50,19.90,c525,19.29,-0.61,-3.21,20.41,21.22,-5.49,-9.11,19.29,23.39,17.82,23.99,9.00,18.99,184.25,159.63,217.60,209.19,194.26,57.05,217.60,1.98,8.00,73.29,43.02,2.23,-0.15,0.15,-0.15,-0.12,-0.05,1.51,3.28,90.00,76.21,22.34,76.21,-2.19,-1.28,148.95,159.81,86.66,93.66,71.18,51.40,43.88,46.68,69.86,54.72,-0.15,-0.15,0.15,2.23,2.23,38.12,0.15,23.93,76.21,-0.05,-0.12,-0.17,42.45,10.90,50.74,42.82,55.07,42.12,56.41,50.82,53.51,<1B USD
AGM PRG,AGM,,NR,12/27/2024,,,0.30,4.88%,21.80,18.20,c475,18.03,-0.17,-3.77,19.01,19.83,-5.13,-9.10,17.88,22.37,17.16,22.37,9.00,17.76,184.25,159.63,217.60,209.19,194.26,57.05,217.60,1.98,8.00,73.29,43.02,2.23,-0.15,0.15,-0.15,-0.12,-0.05,1.51,3.28,90.00,76.21,22.34,76.21,-2.19,-1.28,148.95,159.81,86.66,93.66,71.18,51.40,43.88,46.68,69.86,54.72,-0.15,-0.15,0.15,2.23,2.23,38.12,0.15,23.93,76.21,-0.05,-0.12,-0.17,42.45,10.90,50.74,42.82,55.07,42.12,56.41,50.82,53.51,<1B USD
AHH PRA,AHH,,NR,1/2/2025,,,0.42,6.75%,26.43,20.50,c675,21.85,1.35,-4.58,21.93,22.49,-0.38,-2.85,19.88,25.76,19.52,25.76,15.00,21.50,6.86,6.10,12.46,10.83,7.65,6.10,15.80,0.70,8.00,18.52,8.20,0.12,-0.57,0.12,-0.45,-0.37,-0.10,-0.63,-0.16,19.97,39.08,19.97,49.55,-10.74,-2.57,0.79,11.10,3.23,51.77,4.01,1.84,7.00,34.07,1.36,4.73,-0.45,-0.57,0.12,0.12,0.12,11.48,0.12,21.11,44.32,-0.10,-0.37,-0.47,38.50,10.90,35.81,30.83,39.94,29.29,39.54,6.26,42.52,<1B USD
AIZN,AIZ,BB,10,12/27/2024,,,0.33,5.25%,24.00,17.74,c525,19.52,1.78,-4.48,19.70,20.95,-0.93,-6.80,18.01,23.14,17.70,23.14,9.00,19.22,198.17,160.12,230.55,213.12,214.69,96.71,230.55,10.05,10.00,137.11,91.05,1.05,-0.14,0.24,-0.14,-0.07,-0.08,0.45,1.18,90.00,77.36,29.01,77.36,-0.91,-1.92,75.01,68.92,77.05,95.15,78.36,53.55,51.43,40.49,35.67,24.17,-0.14,-0.14,0.24,1.05,1.05,23.18,0.24,31.85,77.36,-0.08,-0.07,-0.15,60.02,30.70,63.28,52.00,66.67,53.13,70.89,57.44,48.11,<1B USD
ALL PRH,ALL,,12,12/27/2024,,,0.32,5.10%,24.78,18.74,c500,20.89,2.15,-3.89,21.21,22.25,-1.50,-6.12,19.37,24.97,18.38,24.97,9.00,20.60,198.92,156.66,213.18,193.40,210.10,84.97,213.18,52.68,12.00,123.95,73.87,1.34,-0.07,0.27,-0.07,0.03,-0.05,0.60,1.69,90.00,83.98,31.58,83.98,1.64,-1.32,86.05,91.20,80.18,6.64,80.49,95.68,66.62,46.27,40.78,31.66,-0.07,-0.07,0.27,1.34,1.34,26.88,0.27,34.90,83.98,-0.05,0.03,-0.02,77.43,50.50,75.57,50.36,64.60,49.72,66.41,70.75,53.15,<1B USD
ALL PRI,ALL,,12,12/27/2024,,,0.30,4.75%,24.92,17.85,c475,19.16,1.31,-5.76,19.69,20.92,-2.70,-8.43,18.56,24.49,17.50,24.49,9.00,18.89,198.92,156.66,213.18,193.40,210.10,84.97,213.18,52.68,12.00,123.95,73.87,1.34,-0.07,0.27,-0.07,0.03,-0.05,0.60,1.69,90.00,83.98,31.58,83.98,1.64,-1.32,86.05,91.20,80.18,6.64,80.49,95.68,66.62,46.27,40.78,31.66,-0.07,-0.07,0.27,1.34,1.34,26.88,0.27,34.90,83.98,-0.05,0.03,-0.02,77.43,50.50,75.57,50.36,64.60,49.72,66.41,70.75,53.15,<1B USD
AMH PRG,AMH,,9,12/13/2024,,,0.37,5.88%,25.47,21.43,c575,22.73,1.30,-2.74,23.06,23.41,-1.45,-2.88,21.76,25.34,21.10,25.34,85.00,22.71,36.40,31.68,41.41,36.90,36.00,26.22,44.07,13.47,9.00,28.30,19.53,0.39,-0.17,0.15,-0.12,-0.01,0.01,0.29,0.86,41.06,74.34,21.92,79.11,0.55,0.29,64.00,55.43,64.47,91.25,4.64,56.81,60.14,61.95,30.59,19.63,-0.12,-0.17,0.15,0.39,0.39,14.82,0.15,23.43,76.72,0.01,-0.01,0.00,61.47,20.80,60.36,33.44,43.23,34.23,46.02,65.07,66.82,<1B USD
AMH PRH,AMH,,9,12/13/2024,,,0.39,6.25%,25.85,22.38,c625,23.45,1.07,-2.40,24.15,24.32,-2.90,-3.56,22.70,25.49,21.74,26.25,85.00,23.43,36.40,31.68,41.41,36.90,36.00,26.22,44.07,13.47,9.00,28.30,19.53,0.39,-0.17,0.15,-0.12,-0.01,0.01,0.29,0.86,41.06,74.34,21.92,79.11,0.55,0.29,64.00,55.43,64.47,91.25,4.64,56.81,60.14,61.95,30.59,19.63,-0.12,-0.17,0.15,0.39,0.39,14.82,0.15,23.43,76.72,0.01,-0.01,0.00,61.47,20.80,60.36,33.44,43.23,34.23,46.02,65.07,66.82,<1B USD
ASB PRE,ASB,,10,12/2/2024,,,0.37,5.88%,25.10,16.77,c575,19.82,3.05,-5.28,20.60,21.37,-3.77,-7.25,19.25,23.74,16.20,23.75,74.00,19.75,22.82,18.32,28.18,25.10,22.22,11.78,28.18,3.78,10.00,20.28,11.70,0.94,-0.19,0.25,-0.19,-0.09,0.03,0.13,0.95,84.97,72.88,29.65,72.88,-1.45,0.68,52.86,59.16,75.62,89.37,78.92,45.21,48.25,65.82,25.44,20.89,-0.19,-0.19,0.25,0.94,0.94,21.76,0.25,32.61,72.88,0.03,-0.09,-0.06,46.95,30.70,55.06,31.32,40.55,30.92,41.68,54.65,70.20,<1B USD
ASB PRF,ASB,,10,12/2/2024,,,0.35,5.63%,25.25,16.40,c550,19.20,2.80,-6.05,19.75,20.45,-2.78,-6.12,18.51,22.61,15.19,22.91,74.00,19.14,22.82,18.32,28.18,25.10,22.22,11.78,28.18,3.78,10.00,20.28,11.70,0.94,-0.19,0.25,-0.19,-0.09,0.03,0.13,0.95,84.97,72.88,29.65,72.88,-1.45,0.68,52.86,59.16,75.62,89.37,78.92,45.21,48.25,65.82,25.44,20.89,-0.19,-0.19,0.25,0.94,0.94,21.76,0.25,32.61,72.88,0.03,-0.09,-0.06,46.95,30.70,55.06,31.32,40.55,30.92,41.68,54.65,70.20,<1B USD
ATH PRB,-,,11,12/13/2024,,,0.35,5.63%,25.26,18.00,c550,19.27,1.27,-5.99,19.82,21.16,-2.75,-8.95,18.34,23.53,16.66,23.53,85.00,19.25,102.41,81.64,122.33,107.84,101.33,44.30,129.37,66.95,8.00,70.51,43.76,1.21,-0.23,0.28,-0.15,-0.03,-0.00,0.30,1.31,10.00,71.24,10.00,75.34,-0.13,-0.01,,,,,,,,,,,,,,,,,,,73.29,0.01,-0.05,-0.04,79.71,10.90,44.05,0.00,1.00,0.00,1.00,61.53,64.33,<1B USD
ATH PRD,-,,11,12/13/2024,,,0.30,4.88%,21.69,15.24,c475,16.58,1.34,-5.11,17.16,18.37,-3.39,-9.74,15.86,20.61,15.19,20.61,85.00,16.56,102.41,81.64,122.33,107.84,101.33,44.30,129.37,66.95,8.00,70.51,43.76,1.21,-0.23,0.28,-0.15,-0.03,-0.00,0.30,1.31,10.00,71.24,10.00,75.34,-0.13,-0.01,,,,,,,,,,,,,,,,,,,73.29,0.01,-0.05,-0.04,79.71,10.90,44.05,0.00,1.00,0.00,1.00,61.53,64.33,<1B USD
AXS PRE,AXS,,11.5,12/26/2024,,,0.34,5.50%,24.04,19.26,c550,20.41,1.15,-3.63,20.61,21.49,-0.97,-5.01,19.45,23.66,18.77,23.66,8.00,20.10,102.99,68.02,107.19,92.52,95.59,36.68,107.19,8.10,11.50,65.16,38.16,1.81,-0.04,0.51,-0.04,0.11,0.08,0.58,1.70,90.00,86.47,51.13,86.47,3.83,1.94,84.37,91.46,83.98,6.50,91.41,91.13,79.65,78.11,40.00,31.75,-0.04,-0.04,0.51,1.81,1.81,32.78,0.51,58.12,86.47,0.08,0.11,0.19,56.20,45.55,67.35,41.36,53.23,40.68,54.51,82.17,80.91,<1B USD
BAC PRB,BAC,,11,10/29/2024,6/16/2023,,0.38,6.00%,25.69,23.02,c600,24.50,1.48,-1.19,24.77,25.06,-1.09,-2.22,24.04,25.63,22.30,25.63,40.00,24.29,44.09,33.06,48.08,45.05,41.44,22.39,50.11,332.08,11.00,34.69,19.67,0.97,-0.12,0.33,-0.08,-0.02,0.06,0.27,1.24,87.53,79.19,36.69,82.53,0.35,1.61,62.94,71.72,76.04,97.52,84.07,98.22,58.95,74.82,30.10,25.11,-0.08,-0.12,0.33,0.97,0.97,22.17,0.33,40.97,80.86,0.06,-0.02,0.04,92.20,40.60,78.04,35.00,45.20,34.28,46.10,64.02,78.05,<1B USD
BAC PRK,BAC,,11,1/2/2025,,,0.37,5.88%,25.68,22.00,c575,23.88,1.88,-1.80,24.34,24.77,-1.88,-3.61,23.35,25.34,21.51,25.43,15.00,23.57,44.09,33.06,48.08,45.05,41.44,22.39,50.11,332.08,11.00,34.69,19.67,0.97,-0.12,0.33,-0.08,-0.02,0.06,0.27,1.24,87.53,79.19,36.69,82.53,0.35,1.61,62.94,71.72,76.04,97.52,84.07,98.22,58.95,74.82,30.10,25.11,-0.08,-0.12,0.33,0.97,0.97,22.17,0.33,40.97,80.86,0.06,-0.02,0.04,92.20,40.60,78.04,35.00,45.20,34.28,46.10,64.02,78.05,<1B USD
BAC PRM,BAC,,11,12/2/2024,,,0.34,5.38%,25.18,20.70,c525,21.20,0.50,-3.98,22.27,23.17,-4.80,-8.51,20.83,24.88,20.54,24.88,74.00,21.14,44.09,33.06,48.08,45.05,41.44,22.39,50.11,332.08,11.00,34.69,19.67,0.97,-0.12,0.33,-0.08,-0.02,0.06,0.27,1.24,87.53,79.19,36.69,82.53,0.35,1.61,62.94,71.72,76.04,97.52,84.07,98.22,58.95,74.82,30.10,25.11,-0.08,-0.12,0.33,0.97,0.97,22.17,0.33,40.97,80.86,0.06,-0.02,0.04,92.20,40.60,78.04,35.00,45.20,34.28,46.10,64.02,78.05,<1B USD
BAC PRN,BAC,,11,12/2/2024,,,0.31,5.00%,23.90,19.25,c500,19.74,0.49,-4.16,20.66,21.77,-4.45,-9.31,19.37,24.04,19.00,24.04,74.00,19.68,44.09,33.06,48.08,45.05,41.44,22.39,50.11,332.08,11.00,34.69,19.67,0.97,-0.12,0.33,-0.08,-0.02,0.06,0.27,1.24,87.53,79.19,36.69,82.53,0.35,1.61,62.94,71.72,76.04,97.52,84.07,98.22,58.95,74.82,30.10,25.11,-0.08,-0.12,0.33,0.97,0.97,22.17,0.33,40.97,80.86,0.06,-0.02,0.04,92.20,40.60,78.04,35.00,45.20,34.28,46.10,64.02,78.05,<1B USD
BAC PRO,BAC,,11,10/15/2024,11/3/2025,,0.27,4.38%,21.39,16.54,c425,17.40,0.86,-3.99,18.16,19.26,-4.20,-9.64,17.14,21.54,16.35,21.54,26.00,17.21,44.09,33.06,48.08,45.05,41.44,22.39,50.11,332.08,11.00,34.69,19.67,0.97,-0.12,0.33,-0.08,-0.02,0.06,0.27,1.24,87.53,79.19,36.69,82.53,0.35,1.61,62.94,71.72,76.04,97.52,84.07,98.22,58.95,74.82,30.10,25.11,-0.08,-0.12,0.33,0.97,0.97,22.17,0.33,40.97,80.86,0.06,-0.02,0.04,92.20,40.60,78.04,35.00,45.20,34.28,46.10,64.02,78.05,<1B USD
BAC PRP,BAC,,11,10/15/2024,,,0.26,4.12%,20.80,15.57,c400,16.44,0.87,-4.36,17.17,18.20,-4.26,-9.68,16.17,20.58,15.40,20.58,26.00,16.26,44.09,33.06,48.08,45.05,41.44,22.39,50.11,332.08,11.00,34.69,19.67,0.97,-0.12,0.33,-0.08,-0.02,0.06,0.27,1.24,87.53,79.19,36.69,82.53,0.35,1.61,62.94,71.72,76.04,97.52,84.07,98.22,58.95,74.82,30.10,25.11,-0.08,-0.12,0.33,0.97,0.97,22.17,0.33,40.97,80.86,0.06,-0.02,0.04,92.20,40.60,78.04,35.00,45.20,34.28,46.10,64.02,78.05,<1B USD
BAC PRQ,BAC,,11,11/1/2024,,,0.27,4.25%,20.46,16.11,c425,16.84,0.73,-3.62,17.60,18.62,-4.30,-9.58,16.56,21.00,15.98,21.00,43.00,16.70,44.09,33.06,48.08,45.05,41.44,22.39,50.11,332.08,11.00,34.69,19.67,0.97,-0.12,0.33,-0.08,-0.02,0.06,0.27,1.24,87.53,79.19,36.69,82.53,0.35,1.61,62.94,71.72,76.04,97.52,84.07,98.22,58.95,74.82,30.10,25.11,-0.08,-0.12,0.33,0.97,0.97,22.17,0.33,40.97,80.86,0.06,-0.02,0.04,92.20,40.60,78.04,35.00,45.20,34.28,46.10,64.02,78.05,<1B USD
BAC PRS,BAC,,11,11/1/2024,,,0.30,4.75%,22.49,18.24,c475,18.87,0.63,-3.62,19.70,20.83,-4.20,-9.42,18.55,23.44,17.82,23.44,43.00,18.71,44.09,33.06,48.08,45.05,41.44,22.39,50.11,332.08,11.00,34.69,19.67,0.97,-0.12,0.33,-0.08,-0.02,0.06,0.27,1.24,87.53,79.19,36.69,82.53,0.35,1.61,62.94,71.72,76.04,97.52,84.07,98.22,58.95,74.82,30.10,25.11,-0.08,-0.12,0.33,0.97,0.97,22.17,0.33,40.97,80.86,0.06,-0.02,0.04,92.20,40.60,78.04,35.00,45.20,34.28,46.10,64.02,78.05,<1B USD
BCV PRA,BCV,,16,12/16/2024,,,0.34,5.39%,24.69,22.15,c525,21.95,-0.20,-2.74,22.26,22.94,-1.39,-4.31,21.51,24.71,21.51,25.26,88.00,21.94,18.17,15.20,18.79,18.18,17.46,14.09,36.33,0.11,16.00,26.83,18.27,0.29,-0.50,0.20,-0.03,-0.00,0.04,-0.32,-0.01,33.17,45.01,25.63,87.03,0.89,1.03,27.33,17.92,60.80,60.49,75.09,90.08,62.14,69.15,13.63,7.02,-0.03,-0.50,0.20,0.29,0.29,13.57,0.20,27.84,66.02,0.04,-0.00,0.04,35.55,90.10,59.61,33.06,42.75,33.72,45.36,66.83,73.10,<1B USD
BFS PRD,BFS,,NR,12/27/2024,,,0.38,6.13%,24.15,19.30,c625,21.15,1.85,-3.00,20.97,21.45,0.86,-1.39,19.30,23.77,19.01,23.95,9.00,20.81,34.21,31.25,42.39,40.17,36.10,23.49,56.22,0.83,8.00,48.09,25.61,0.46,-0.39,0.09,-0.19,-0.15,-0.05,-0.29,0.34,46.51,54.77,17.58,72.63,-2.94,-1.30,30.28,32.64,66.50,74.81,3.24,44.74,39.39,46.48,15.00,11.97,-0.19,-0.39,0.09,0.46,0.46,15.68,0.09,18.28,63.70,-0.05,-0.15,-0.20,39.15,10.90,44.20,38.00,48.99,36.52,49.04,46.88,53.33,<1B USD
BFS PRE,BFS,,NR,12/27/2024,,,0.38,6.00%,24.60,18.93,c600,21.14,2.21,-3.46,20.82,21.42,1.55,-1.31,18.34,24.06,18.34,24.49,9.00,20.80,34.21,31.25,42.39,40.17,36.10,23.49,56.22,0.83,8.00,48.09,25.61,0.46,-0.39,0.09,-0.19,-0.15,-0.05,-0.29,0.34,46.51,54.77,17.58,72.63,-2.94,-1.30,30.28,32.64,66.50,74.81,3.24,44.74,39.39,46.48,15.00,11.97,-0.19,-0.39,0.09,0.46,0.46,15.68,0.09,18.28,63.70,-0.05,-0.15,-0.20,39.15,10.90,44.20,38.00,48.99,36.52,49.04,46.88,53.33,<1B USD
BHFAL,BHF,BB,10.5,12/2/2024,9/15/2023,,0.39,6.25%,26.35,20.69,c625,19.94,-0.75,-6.41,20.81,22.65,-4.16,-11.96,19.26,25.47,19.10,25.47,74.00,19.87,56.88,40.00,64.12,48.96,56.95,25.13,64.12,3.27,10.50,42.11,16.15,1.26,-0.11,0.42,-0.11,0.16,-0.00,0.35,2.52,90.00,79.84,43.76,79.84,5.09,-0.02,68.46,126.98,79.42,98.36,88.05,58.17,87.13,58.94,32.65,43.68,-0.11,-0.11,0.42,1.26,1.26,25.89,0.42,49.37,79.84,-0.00,0.16,0.16,45.67,35.65,59.64,36.71,47.36,32.85,44.22,88.72,64.20,<1B USD
BHFAM,BHF,,10.5,12/6/2024,,,0.29,4.63%,21.13,13.35,c450,14.34,0.99,-6.79,14.71,16.13,-2.51,-11.11,13.28,18.95,13.03,18.95,78.00,14.30,56.88,40.00,64.12,48.96,56.95,25.13,64.12,3.27,10.50,42.11,16.15,1.26,-0.11,0.42,-0.11,0.16,-0.00,0.35,2.52,90.00,79.84,43.76,79.84,5.09,-0.02,68.46,126.98,79.42,98.36,88.05,58.17,87.13,58.94,32.65,43.68,-0.11,-0.11,0.42,1.26,1.26,25.89,0.42,49.37,79.84,-0.00,0.16,0.16,45.67,35.65,58.47,36.71,47.36,32.85,44.22,88.72,64.20,<1B USD
BHFAN,BHF,,10,12/6/2024,,,0.34,5.38%,22.69,15.27,c525,16.32,1.05,-6.37,16.34,18.34,-0.12,-11.02,14.54,21.63,14.54,21.63,78.00,16.27,56.88,40.00,64.12,48.96,56.95,25.13,64.12,3.27,10.50,42.11,16.15,1.26,-0.11,0.42,-0.11,0.16,-0.00,0.35,2.52,90.00,79.84,43.76,79.84,5.09,-0.02,68.46,126.98,79.42,98.36,88.05,58.17,87.13,58.94,32.65,43.68,-0.11,-0.11,0.42,1.26,1.26,25.89,0.42,49.37,79.84,-0.00,0.16,0.16,45.67,35.65,58.47,36.71,47.36,32.85,44.22,88.72,64.20,<1B USD
BHFAO,BHF,,10,12/6/2024,6/25/2025,,0.42,6.75%,26.51,21.17,c675,19.93,-1.24,-6.58,20.80,23.22,-4.17,-14.17,18.53,25.90,18.53,26.00,78.00,19.87,56.88,40.00,64.12,48.96,56.95,25.13,64.12,3.27,10.50,42.11,16.15,1.26,-0.11,0.42,-0.11,0.16,-0.00,0.35,2.52,90.00,79.84,43.76,79.84,5.09,-0.02,68.46,126.98,79.42,98.36,88.05,58.17,87.13,58.94,32.65,43.68,-0.11,-0.11,0.42,1.26,1.26,25.89,0.42,49.37,79.84,-0.00,0.16,0.16,45.67,35.65,58.47,36.71,47.36,32.85,44.22,88.72,64.20,<1B USD
